,word,n_feature
4204,shrugged,7.0
4205,shrugs,7.0
4206,shrunk,7.0
4207,shuck,4.0
4208,shun,4.0
4209,shunned,5.0
4210,shuns,5.0
4211,shunt,6.0
4212,shunts,7.0
4213,shush,7.0
4214,shut,
4215,shut,
4216,shuts,5.0
4217,shy,7.0
4218,sick,8.0
4219,side,5.0
4220,sides,6.0
4221,siege,5.0
4222,sieve,6.0
4223,sieves,7.0
4224,sift,4.0
4225,sifts,5.0
4226,sigh,8.0
4227,sighed,9.0
4228,sighs,9.0
4229,sight,4.0
4230,sights,5.0
4231,sign,8.0
4232,signs,9.0
4233,silk,7.0
4234,silks,8.0
4235,sill,7.0
4236,sills,8.0
4237,silt,8.0
4238,sin,5.0
4239,since,9.0
4240,sing,7.0
4241,singe,7.0
4242,sings,8.0
4243,sink,5.0
4244,sinks,6.0
4245,sins,6.0
4246,sioux,
4247,sioux,
4248,sip,5.0
4249,sipped,6.0
4250,sips,6.0
4251,sir,13.0
4252,sire,4.0
4253,sired,5.0
4254,sires,5.0
4255,sirs,14.0
4256,sis,10.0
4257,sit,3.0
4258,site,7.0
4259,sites,8.0
4260,sits,4.0
4261,size,5.0
4262,skate,5.0
4263,skates,6.0
4264,skeet,5.0
4265,skeets,6.0
4266,skein,10.0
4267,sketch,6.0
4268,skew,4.0
4269,ski,6.0
4270,skid,6.0
4271,skids,7.0
4272,skies,8.0
4273,skiff,21.0
4274,skiffs,22.0
4275,skill,4.0
4276,skills,5.0
4277,skim,5.0
4278,skimmed,6.0
4279,skimp,3.0
4280,skims,6.0
4281,skin,24.0
4282,skins,25.0
4283,skip,3.0
4284,skipped,4.0
4285,skips,4.0
4286,skirt,8.0
4287,skirts,9.0
4288,skis,7.0
4289,skit,3.0
4290,skits,4.0
4291,skulk,5.0
4292,skulked,6.0
4293,skulks,6.0
4294,skull,17.0
4295,skulls,18.0
4296,skunk,11.0
4297,skunks,12.0
4298,sky,7.0
4299,slab,6.0
4300,slabs,7.0
4301,slack,10.0
4302,slacks,11.0
4303,slag,3.0
4304,slake,7.0
4305,slaked,8.0
4306,slakes,8.0
4307,slam,5.0
4308,slammed,6.0
4309,slams,6.0
4310,slang,6.0
4311,slant,5.0
4312,slants,6.0
4313,slap,6.0
4314,slapped,7.0
4315,slaps,7.0
4316,slash,7.0
4317,slashed,8.0
4318,slat,8.0
4319,slate,6.0
4320,slates,7.0
4321,slats,9.0
4322,slave,10.0
4323,slaves,11.0
4324,slaw,10.0
4325,slay,5.0
4326,slays,6.0
4327,sled,7.0
4328,sleek,7.0
4329,sleep,4.0
4330,sleeps,5.0
4331,sleet,10.0
4332,sleets,11.0
4333,sleeve,7.0
4334,sleeves,8.0
4335,sleight,2.0
4336,sleights,3.0
4337,slept,5.0
4338,slew,6.0
4339,slice,3.0
4340,slick,7.0
4341,slid,6.0
4342,slide,5.0
4343,slides,6.0
4344,slight,8.0
4345,slim,8.0
4346,slime,5.0
4347,sling,8.0
4348,slings,9.0
4349,slink,5.0
4350,slinks,6.0
4351,slip,5.0
4352,slipped,6.0
4353,slips,6.0
4354,slit,5.0
4355,slob,14.0
4356,slobs,15.0
4357,sloe,23.0
4358,slog,3.0
4359,sloop,27.0
4360,sloops,28.0
4361,slop,5.0
4362,slope,6.0
4363,slopes,7.0
4364,slopped,6.0
4365,slops,6.0
4366,slosh,7.0
4367,slot,3.0
4368,sloth,4.0
4369,slots,4.0
4370,slouch,9.0
4371,slough,4.0
4372,slow,6.0
4373,sludge,5.0
4374,slug,7.0
4375,slugs,8.0
4376,slum,5.0
4377,slump,7.0
4378,slumped,8.0
4379,slumps,8.0
4380,slums,6.0
4381,slung,9.0
4382,slunk,6.0
4383,slurp,5.0
4384,slurped,6.0
4385,slurps,6.0
4386,slush,7.0
4387,slut,11.0
4388,sly,8.0
4389,smack,7.0
4390,smacked,8.0
4391,smacks,8.0
4392,small,8.0
4393,smart,6.0
4394,smash,7.0
4395,smashed,8.0
4396,smear,7.0
4397,smears,8.0
4398,smell,4.0
4399,smelled,5.0
4400,smells,5.0
4401,smile,6.0
4402,smiled,7.0
4403,smiles,7.0
4404,smirk,9.0
4405,smirks,10.0
4406,smite,6.0
4407,smites,7.0
4408,smith,10.0
4409,smiths,11.0
4410,smock,6.0
4411,smocks,7.0
4412,smog,4.0
4413,smogs,5.0
4414,smoke,6.0
4415,smokes,7.0
4416,smooch,8.0
4417,smooth,7.0
4418,smote,7.0
4419,smudge,5.0
4420,smudged,6.0
4421,smug,7.0
4422,smut,8.0
4423,snack,12.0
4424,snacks,13.0
4425,snag,6.0
4426,snagged,7.0
4427,snags,7.0
4428,snail,15.0
4429,snails,16.0
4430,snake,19.0
4431,snakes,20.0
4432,snap,7.0
4433,snapped,8.0
4434,snaps,8.0
4435,snare,6.0
4436,snares,7.0
4437,snarl,7.0
4438,snarled,8.0
4439,snarls,8.0
4440,snatch,6.0
4441,snatched,7.0
4442,sneak,6.0
4443,sneaked,7.0
4444,sneaks,7.0
4445,sneer,6.0
4446,sneered,7.0
4447,sneers,7.0
4448,sneeze,5.0
4449,sneezed,6.0
4450,sniff,5.0
4451,sniffed,6.0
4452,sniffs,6.0
4453,snip,5.0
4454,snipe,32.0
4455,snips,6.0
4456,snob,12.0
4457,snobs,13.0
4458,snoop,4.0
4459,snooped,5.0
4460,snoops,5.0
4461,snoot,17.0
4462,snoots,18.0
4463,snooze,7.0
4464,snore,4.0
4465,snort,5.0
4466,snot,11.0
4467,snout,17.0
4468,snouts,18.0
4469,snow,9.0
4470,snows,10.0
4471,snub,5.0
4472,snubbed,6.0
4473,snubs,6.0
4474,snuff,5.0
4475,snuffed,6.0
4476,snuffs,6.0
4477,snug,7.0
4478,so,7.0
4479,soak,5.0
4480,soaked,6.0
4481,soaks,6.0
4482,soap,5.0
4483,soaps,6.0
4484,soar,6.0
4485,soared,7.0
4486,soars,7.0
4487,sob,9.0
4488,sobs,10.0
4489,sock,8.0
4490,socks,9.0
4491,sod,5.0
4492,sods,6.0
4493,soft,6.0
4494,soil,5.0
4495,soils,6.0
4496,sold,5.0
4497,sole,4.0
4498,solve,3.0
4499,some,9.0
4500,son,11.0
4501,song,9.0
4502,songs,10.0
4503,sons,12.0
4504,soon,11.0
4505,soot,8.0
4506,soothe,3.0
4507,soothed,4.0
4508,soothes,4.0
4509,sooths,7.0
4510,sop,6.0
4511,sops,7.0
4512,sore,8.0
4513,sort,8.0
4514,sorts,9.0
4515,sot,9.0
4516,sots,10.0
4517,sought,6.0
4518,soul,3.0
4519,souls,4.0
4520,sound,6.0
4521,sounds,7.0
4522,soup,11.0
4523,soups,12.0
4524,sour,5.0
4525,source,5.0
4526,soured,6.0
4527,sours,6.0
4528,souse,6.0
4529,south,7.0
4530,sow,5.0
4531,soy,15.0
4532,soys,16.0
4533,spa,6.0
4534,space,2.0
4535,spade,7.0
4536,spades,8.0
4537,spam,7.0
4538,span,4.0
4539,spank,5.0
4540,spans,5.0
4541,spar,4.0
4542,spare,4.0
4543,spared,5.0
4544,spares,5.0
4545,spark,4.0
4546,sparks,5.0
4547,sparse,7.0
4548,spas,7.0
4549,spat,7.0
4550,spate,6.0
4551,spates,7.0
4552,spawn,14.0
4553,spay,5.0
4554,speak,5.0
4555,speaks,6.0
4556,spear,10.0
4557,spears,11.0
4558,speck,7.0
4559,specks,8.0
4560,speech,7.0
4561,speed,5.0
4562,speeds,6.0
4563,spell,5.0
4564,spells,6.0
4565,spend,3.0
4566,spends,4.0
4567,spent,4.0
4568,sperm,11.0
4569,spew,7.0
4570,spewed,8.0
4571,spews,8.0
4572,sphere,5.0
4573,spheres,6.0
4574,sphinx,9.0
4575,spice,5.0
4576,spies,10.0
4577,spike,3.0
4578,spikes,4.0
4579,spill,4.0
4580,spilled,5.0
4581,spills,5.0
4582,spin,5.0
4583,spine,6.0
4584,spines,7.0
4585,spins,6.0
4586,spire,9.0
4587,spires,10.0
4588,spit,6.0
4589,spite,5.0
4590,spites,6.0
4591,spits,7.0
4592,splash,6.0
4593,splashed,7.0
4594,splay,4.0
4595,spleen,7.0
4596,spleens,8.0
4597,splice,6.0
4598,split,6.0
4599,splotch,5.0
4600,splotched,6.0
4601,splurge,6.0
4602,spoil,4.0
4603,spoiled,5.0
4604,spoils,5.0
4605,spoke,6.0
4606,sponge,6.0
4607,spoof,7.0
4608,spoofs,8.0
4609,spook,8.0
4610,spooks,9.0
4611,spool,8.0
4612,spools,9.0
4613,spoon,8.0
4614,spoons,9.0
4615,spore,6.0
4616,spores,7.0
4617,sport,4.0
4618,sports,5.0
4619,spot,6.0
4620,spots,7.0
4621,spouse,9.0
4622,spout,6.0
4623,spouts,7.0
4624,sprain,7.0
4625,sprained,8.0
4626,sprains,8.0
4627,sprat,7.0
4628,sprawl,5.0
4629,sprawled,6.0
4630,sprawls,6.0
4631,spray,5.0
4632,sprays,6.0
4633,spread,3.0
4634,spree,6.0
4635,sprees,7.0
4636,sprig,11.0
4637,sprigs,12.0
4638,spring,4.0
4639,springs,5.0
4640,sprint,5.0
4641,sprite,5.0
4642,sprites,6.0
4643,sprout,8.0
4644,spruce,7.0
4645,spud,8.0
4646,spun,6.0
4647,spunk,5.0
4648,spur,7.0
4649,spurn,4.0
4650,spurned,5.0
4651,spurns,5.0
4652,spurs,8.0
4653,spurt,8.0
4654,spurts,9.0
4655,spy,9.0
4656,squab,16.0
4657,squad,7.0
4658,squads,8.0
4659,squall,8.0
4660,squalls,9.0
4661,square,9.0
4662,squares,10.0
4663,squash,
4664,squash,
4665,squat,4.0
4666,squaw,11.0
4667,squawk,5.0
4668,squaws,12.0
4669,squeak,8.0
4670,squeal,5.0
4671,squeeze,5.0
4672,squelch,8.0
4673,squib,7.0
4674,squid,7.0
4675,squint,5.0
4676,squire,9.0
4677,squires,10.0
4678,squirm,5.0
4679,squirt,5.0
4680,stab,7.0
4681,stabs,8.0
4682,stack,6.0
4683,stacked,7.0
4684,stacks,7.0
4685,staff,5.0
4686,staffs,6.0
4687,stag,38.0
4688,stage,5.0
4689,stags,39.0
4690,stain,6.0
4691,stained,7.0
4692,stains,7.0
4693,stair,7.0
4694,stairs,8.0
4695,stake,4.0
4696,stakes,5.0
4697,stale,8.0
4698,stalk,5.0
4699,stalked,6.0
4700,stalks,6.0
4701,stall,14.0
4702,stalls,15.0
4703,stamp,8.0
4704,stamped,9.0
4705,stamps,9.0
4706,stance,4.0
4707,stand,6.0
4708,stands,7.0
4709,star,5.0
4710,starch,5.0
4711,stare,4.0
4712,stared,5.0
4713,stares,5.0
4714,stark,5.0
4715,stars,6.0
4716,start,3.0
4717,starts,4.0
4718,starve,4.0
4719,starved,5.0
4720,starves,5.0
4721,stash,3.0
4722,stashed,4.0
4723,state,4.0
4724,states,5.0
4725,staunch,7.0
4726,stave,8.0
4727,staved,9.0
4728,staves,9.0
4729,stay,3.0
4730,stayed,4.0
4731,stays,4.0
4732,stead,7.0
4733,steads,8.0
4734,steak,9.0
4735,steaks,10.0
4736,steal,5.0
4737,steals,6.0
4738,stealth,3.0
4739,steam,5.0
4740,steams,6.0
4741,steed,36.0
4742,steeds,37.0
4743,steel,5.0
4744,steels,6.0
4745,steep,8.0
4746,steer,5.0
4747,steered,6.0
4748,steers,6.0
4749,stein,11.0
4750,steins,12.0
4751,stem,9.0
4752,stems,10.0
4753,stench,9.0
4754,step,8.0
4755,steps,9.0
4756,stern,7.0
4757,stew,4.0
4758,stews,5.0
4759,stick,6.0
4760,sticks,7.0
4761,stiff,8.0
4762,stile,8.0
4763,still,10.0
4764,stilt,10.0
4765,stilts,11.0
4766,sting,8.0
4767,stings,9.0
4768,stink,5.0
4769,stinks,6.0
4770,stint,5.0
4771,stints,6.0
4772,stir,5.0
4773,stirred,6.0
4774,stirs,6.0
4775,stitch,4.0
4776,stock,4.0
4777,stocks,5.0
4778,stoke,5.0
4779,stoked,6.0
4780,stokes,6.0
4781,stole,6.0
4782,stomp,6.0
4783,stone,5.0
4784,stones,6.0
4785,stood,7.0
4786,stool,9.0
4787,stools,10.0
4788,stoop,7.0
4789,stooped,8.0
4790,stoops,8.0
4791,stop,2.0
4792,stopped,3.0
4793,stops,3.0
4794,store,14.0
4795,stores,15.0
4796,stork,30.0
4797,storks,31.0
4798,storm,4.0
4799,storms,5.0
4800,stout,6.0
4801,stove,9.0
4802,stoves,10.0
4803,stow,7.0
4804,stowed,8.0
4805,stows,8.0
4806,straight,6.0
4807,strain,4.0
4808,strains,5.0
4809,strait,5.0
4810,straits,6.0
4811,strand,5.0
4812,strands,6.0
4813,strange,5.0
4814,strap,7.0
4815,strapped,8.0
4816,straps,8.0
4817,straw,8.0
4818,straws,9.0
4819,stray,6.0
4820,streak,5.0
4821,streaks,6.0
4822,stream,7.0
4823,streams,8.0
4824,street,14.0
4825,streets,15.0
4826,strength,4.0
4827,strengths,5.0
4828,stress,7.0
4829,stretch,4.0
4830,stretched,5.0
4831,strew,3.0
4832,strict,4.0
4833,stride,8.0
4834,strides,9.0
4835,strife,2.0
4836,strifes,3.0
4837,strike,6.0
4838,strikes,7.0
4839,string,7.0
4840,strings,8.0
4841,strip,3.0
4842,stripe,6.0
4843,stripes,7.0
4844,strips,4.0
4845,strive,3.0
4846,strives,4.0
4847,stroke,7.0
4848,strokes,8.0
4849,stroll,5.0
4850,strolled,6.0
4851,strolls,6.0
4852,strong,5.0
4853,strop,4.0
4854,stropped,5.0
4855,strops,5.0
4856,strove,4.0
4857,struck,7.0
4858,strum,3.0
4859,strut,6.0
4860,stub,9.0
4861,stubbed,10.0
4862,stubs,10.0
4863,stuck,7.0
4864,stud,13.0
4865,studs,14.0
4866,stuff,5.0
4867,stuffs,6.0
4868,stump,4.0
4869,stumps,5.0
4870,stun,5.0
4871,stung,9.0
4872,stunk,6.0
4873,stunned,6.0
4874,stuns,6.0
4875,stunt,5.0
4876,stunts,6.0
4877,sty,6.0
4878,style,8.0
4879,styles,9.0
4880,suave,7.0
4881,sub,10.0
4882,subs,11.0
4883,such,4.0
4884,suck,6.0
4885,sucked,7.0
4886,sucks,7.0
4887,suds,10.0
4888,sue,11.0
4889,sued,12.0
4890,suede,8.0
4891,suedes,9.0
4892,sues,12.0
4893,suit,22.0
4894,suite,6.0
4895,suites,7.0
4896,suits,23.0
4897,sulk,6.0
4898,sulked,7.0
4899,sulks,7.0
4900,sum,2.0
4901,sump,9.0
4902,sums,3.0
4903,sun,6.0
4904,sung,8.0
4905,sunk,6.0
4906,suns,7.0
4907,sup,6.0
4908,surd,5.0
4909,sure,6.0
4910,surf,6.0
4911,surfs,7.0
4912,surge,4.0
4913,surged,5.0
4914,svelte,6.0
4915,swab,5.0
4916,swabbed,6.0
4917,swabs,6.0
4918,swam,5.0
4919,swamp,6.0
4920,swamps,7.0
4921,swan,30.0
4922,swank,7.0
4923,swans,31.0
4924,swap,5.0
4925,swapped,6.0
4926,swaps,6.0
4927,swarm,6.0
4928,swarmed,7.0
4929,swarms,7.0
4930,swat,6.0
4931,swatch,8.0
4932,swath,6.0
4933,swaths,7.0
4934,sway,4.0
4935,sways,5.0
4936,swear,5.0
4937,swears,6.0
4938,sweat,7.0
4939,sweats,8.0
4940,swede,9.0
4941,sweep,4.0
4942,sweeps,5.0
4943,sweet,7.0
4944,swell,5.0
4945,swelled,6.0
4946,swells,6.0
4947,swept,5.0
4948,swerve,6.0
4949,swerved,7.0
4950,swerves,7.0
4951,swift,7.0
4952,swig,9.0
4953,swigs,10.0
4954,swill,6.0
4955,swim,4.0
4956,swims,5.0
4957,swing,4.0
4958,swinge,6.0
4959,swings,5.0
4960,swipe,7.0
4961,swipes,8.0
4962,swirl,7.0
4963,swirled,8.0
4964,swirls,8.0
4965,swish,7.0
4966,swished,8.0
4967,switch,8.0
4968,swoon,5.0
4969,swoop,7.0
4970,swooped,8.0
4971,swoops,8.0
4972,sword,10.0
4973,swords,11.0
4974,swore,6.0
4975,swung,5.0
4976,sylph,12.0
4977,sync,6.0
4978,tab,16.0
4979,tabs,17.0
4980,tack,7.0
4981,tacks,8.0
4982,tact,5.0
4983,tacts,6.0
4984,tag,6.0
4985,tagged,7.0
4986,tags,7.0
4987,tail,8.0
4988,tails,9.0
4989,taint,3.0
4990,taints,4.0
4991,take,4.0
4992,takes,5.0
4993,talc,6.0
4994,talcs,7.0
4995,tale,8.0
4996,tales,9.0
4997,talk,6.0
4998,talked,7.0
4999,talks,7.0
5000,tall,8.0
5001,tame,6.0
5002,tamp,5.0
5003,tamped,6.0
5004,tamps,6.0
5005,tan,4.0
5006,tang,4.0
5007,tank,8.0
5008,tanks,9.0
5009,tanned,5.0
5010,tans,5.0
5011,tap,7.0
5012,tape,4.0
5013,tapes,5.0
5014,tapped,8.0
5015,taps,8.0
5016,tar,6.0
5017,tart,8.0
5018,task,4.0
5019,tasks,5.0
5020,taste,7.0
5021,tastes,8.0
5022,taught,8.0
5023,taunt,3.0
5024,taunts,4.0
5025,taut,7.0
5026,tax,5.0
5027,tea,5.0
5028,teach,7.0
5029,teak,7.0
5030,teaks,8.0
5031,teal,7.0
5032,teals,8.0
5033,team,6.0
5034,teams,7.0
5035,tear,5.0
5036,tears,6.0
5037,teas,6.0
5038,tease,6.0
5039,teased,7.0
5040,teat,8.0
5041,teats,9.0
5042,tee,7.0
5043,teem,5.0
5044,teemed,6.0
5045,teems,6.0
5046,tees,8.0
5047,teeth,19.0
5048,tell,5.0
5049,tells,6.0
5050,temp,9.0
5051,tempt,9.0
5052,tend,5.0
5053,tends,6.0
5054,tense,7.0
5055,tent,9.0
5056,tents,10.0
5057,term,8.0
5058,terms,9.0
5059,tern,30.0
5060,terns,31.0
5061,terse,9.0
5062,test,5.0
5063,tests,6.0
5064,text,8.0
5065,texts,9.0
5066,than,7.0
5067,thank,5.0
5068,thanked,6.0
5069,thanks,6.0
5070,that,8.0
5071,thatch,11.0
5072,thaw,6.0
5073,thawed,7.0
5074,thaws,7.0
5075,the,8.0
5076,thee,10.0
5077,theft,6.0
5078,thefts,7.0
5079,their,9.0
5080,theirs,9.0
5081,them,9.0
5082,theme,6.0
5083,themes,7.0
5084,then,10.0
5085,thence,11.0
5086,there,10.0
5087,therm,6.0
5088,these,7.0
5089,they,8.0
5090,thick,6.0
5091,thief,10.0
5092,thieve,5.0
5093,thieves,11.0
5094,thigh,20.0
5095,thighs,21.0
5096,thin,5.0
5097,thine,10.0
5098,thing,3.0
5099,things,4.0
5100,think,4.0
5101,thinks,5.0
5102,thirst,4.0
5103,thirsts,5.0
5104,this,8.0
5105,thong,8.0
5106,thongs,9.0
5107,thorn,3.0
5108,thorns,4.0
5109,those,8.0
5110,thou,9.0
5111,thought,5.0
5112,thrall,2.0
5113,thrash,6.0
5114,thrashed,7.0
5115,thread,7.0
5116,threads,8.0
5117,threat,4.0
5118,threats,5.0
5119,thresh,5.0
5120,threshed,6.0
5121,threw,7.0
5122,thrice,13.0
5123,thrift,13.0
5124,thrifts,14.0
5125,thrill,5.0
5126,thrills,6.0
5127,thrive,7.0
5128,thrived,8.0
5129,thrives,8.0
5130,throat,8.0
5131,throats,9.0
5132,throb,6.0
5133,throbbed,7.0
5134,throbs,7.0
5135,throes,4.0
5136,throne,13.0
5137,thrones,14.0
5138,throng,4.0
5139,throngs,5.0
5140,through,8.0
5141,throw,6.0
5142,throws,7.0
5143,thru,8.0
5144,thrum,6.0
5145,thrush,6.0
5146,thrust,
5147,thrust,
5148,thrusts,7.0
5149,thud,5.0
5150,thuds,6.0
5151,thug,11.0
5152,thugs,12.0
5153,thumb,10.0
5154,thumbs,11.0
5155,thump,5.0
5156,thumped,6.0
5157,thumps,6.0
5158,thus,7.0
5159,thwack,7.0
5160,thwacks,8.0
5161,thwart,6.0
5162,thyme,13.0
5163,thymes,14.0
5164,tic,7.0
5165,tick,7.0
5166,ticked,8.0
5167,ticks,8.0
5168,tics,8.0
5169,tide,8.0
5170,tides,9.0
5171,tie,6.0
5172,tied,7.0
5173,tier,3.0
5174,tiers,4.0
5175,ties,7.0
5176,tiff,3.0
5177,tiffs,4.0
5178,tight,7.0
5179,tights,10.0
5180,tike,11.0
5181,tile,6.0
5182,tiles,7.0
5183,tilt,7.0
5184,time,4.0
5185,times,5.0
5186,tin,7.0
5187,tine,10.0
5188,tines,11.0
5189,tinge,6.0
5190,tins,8.0
5191,tint,6.0
5192,tints,7.0
5193,tip,7.0
5194,tips,8.0
5195,tire,8.0
5196,tired,9.0
5197,tires,9.0
5198,tit,9.0
5199,tithe,5.0
5200,tithes,6.0
5201,tits,10.0
5202,to,8.0
5203,toad,19.0
5204,toads,20.0
5205,toast,10.0
5206,toasts,11.0
5207,toe,10.0
5208,toes,11.0
5209,toil,4.0
5210,toils,5.0
5211,told,6.0
5212,toll,10.0
5213,tolls,11.0
5214,tom,8.0
5215,tomb,10.0
5216,tombs,11.0
5217,tome,17.0
5218,tomes,18.0
5219,ton,7.0
5220,tone,7.0
5221,tones,8.0
5222,tongue,8.0
5223,tongues,9.0
5224,tons,8.0
5225,too,7.0
5226,took,5.0
5227,tool,6.0
5228,tools,7.0
5229,toot,8.0
5230,tooth,18.0
5231,top,5.0
5232,tops,6.0
5233,torch,8.0
5234,tore,6.0
5235,torque,5.0
5236,torques,6.0
5237,tort,3.0
5238,torts,4.0
5239,tosh,7.0
5240,toss,8.0
5241,tossed,9.0
5242,tot,12.0
5243,tote,6.0
5244,tots,13.0
5245,touch,4.0
5246,touched,5.0
5247,tough,7.0
5248,tour,8.0
5249,tours,9.0
5250,tout,5.0
5251,tow,6.0
5252,towed,7.0
5253,town,12.0
5254,towns,13.0
5255,tows,7.0
5256,toy,4.0
5257,toys,5.0
5258,trace,5.0
5259,traced,6.0
5260,track,6.0
5261,tracks,7.0
5262,tract,7.0
5263,tracts,8.0
5264,trade,7.0
5265,trades,8.0
5266,trail,7.0
5267,trails,8.0
5268,train,7.0
5269,trained,8.0
5270,trains,8.0
5271,trait,3.0
5272,traits,4.0
5273,tram,5.0
5274,tramp,5.0
5275,tramped,6.0
5276,tramps,6.0
5277,trance,5.0
5278,trap,8.0
5279,traps,9.0
5280,trash,6.0
5281,tray,6.0
5282,trays,7.0
5283,tread,8.0
5284,treads,9.0
5285,treat,4.0
5286,treats,5.0
5287,tree,18.0
5288,trees,19.0
5289,trek,8.0
5290,treks,9.0
5291,trench,7.0
5292,trend,7.0
5293,trends,8.0
5294,tress,12.0
5295,trial,6.0
5296,trials,7.0
5297,tribe,3.0
5298,tribes,4.0
5299,trick,7.0
5300,tricks,8.0
5301,tried,3.0
5302,tries,3.0
5303,trig,10.0
5304,trike,11.0
5305,trill,13.0
5306,trills,14.0
5307,trim,6.0
5308,trimmed,7.0
5309,trims,7.0
5310,trip,8.0
5311,tripe,8.0
5312,tripes,9.0
5313,trips,9.0
5314,trite,6.0
5315,troll,9.0
5316,trolls,10.0
5317,troop,7.0
5318,troops,8.0
5319,trope,6.0
5320,trot,6.0
5321,trots,7.0
5322,trough,6.0
5323,troughs,7.0
5324,trounce,4.0
5325,troupe,4.0
5326,troupes,5.0
5327,trout,7.0
5328,trouts,8.0
5329,trove,5.0
5330,troy,3.0
5331,truce,4.0
5332,truck,29.0
5333,trucks,30.0
5334,trudge,6.0
5335,trudged,7.0
5336,true,5.0
5337,trump,6.0
5338,trumped,7.0
5339,trumps,7.0
5340,trunk,8.0
5341,trunks,9.0
5342,truss,6.0
5343,trust,3.0
5344,trusts,4.0
5345,truth,5.0
5346,truths,6.0
5347,try,2.0
5348,tryst,5.0
5349,trysts,6.0
5350,tsar,11.0
5351,tsars,12.0
5352,tub,11.0
5353,tube,8.0
5354,tubes,9.0
5355,tubs,12.0
5356,tuck,5.0
5357,tucked,6.0
5358,tucks,6.0
5359,tues,4.0
5360,tuft,6.0
5361,tufts,7.0
5362,tug,6.0
5363,tugged,7.0
5364,tugs,7.0
5365,tune,6.0
5366,tunes,7.0
5367,turd,9.0
5368,turf,5.0
5369,turn,5.0
5370,turned,6.0
5371,turns,6.0
5372,tush,6.0
5373,tusk,6.0
5374,tusks,7.0
5375,tux,7.0
5376,twain,8.0
5377,twains,9.0
5378,tweed,9.0
5379,tweeds,10.0
5380,tweet,4.0
5381,tweets,5.0
5382,twice,12.0
5383,twig,10.0
5384,twigs,11.0
5385,twin,10.0
5386,twine,6.0
5387,twinge,5.0
5388,twins,11.0
5389,twirl,7.0
5390,twirled,8.0
5391,twirls,8.0
5392,twist,4.0
5393,twists,5.0
5394,twit,10.0
5395,twitch,5.0
5396,twitched,6.0
5397,tyke,11.0
5398,tykes,12.0
5399,type,8.0
5400,types,9.0
5401,ump,10.0
5402,umps,11.0
5403,up,11.0
5404,urge,7.0
5405,urged,8.0
5406,urn,12.0
5407,urns,13.0
5408,us,8.0
5409,use,2.0
5410,used,3.0
5411,vague,4.0
5412,vain,7.0
5413,vale,7.0
5414,vales,8.0
5415,valse,4.0
5416,valve,5.0
5417,valves,6.0
5418,vamp,13.0
5419,vamps,14.0
5420,van,3.0
5421,vane,8.0
5422,vanes,9.0
5423,vans,4.0
5424,vase,13.0
5425,vast,8.0
5426,vat,6.0
5427,vats,7.0
5428,vault,9.0
5429,vaults,10.0
5430,vaunt,8.0
5431,veal,8.0
5432,veals,9.0
5433,veer,7.0
5434,veered,8.0
5435,veers,8.0
5436,veil,22.0
5437,veils,23.0
5438,vein,7.0
5439,veins,8.0
5440,veld,8.0
5441,veldt,9.0
5442,veldts,10.0
5443,vend,3.0
5444,vent,6.0
5445,vents,7.0
5446,verb,4.0
5447,verbs,5.0
5448,verge,7.0
5449,verse,7.0
5450,verve,4.0
5451,verves,5.0
5452,vest,22.0
5453,vests,23.0
5454,vet,14.0
5455,vets,15.0
5456,vex,8.0
5457,vexed,9.0
5458,vice,4.0
5459,vie,3.0
5460,vied,4.0
5461,vies,4.0
5462,view,3.0
5463,views,4.0
5464,vile,9.0
5465,vine,11.0
5466,vines,12.0
5467,vise,8.0
5468,vogue,7.0
5469,vogues,8.0
5470,voice,6.0
5471,void,2.0
5472,voids,3.0
5473,vole,22.0
5474,voles,23.0
5475,volt,6.0
5476,volts,7.0
5477,vote,5.0
5478,votes,6.0
5479,vouch,4.0
5480,vouched,5.0
5481,vow,6.0
5482,vowed,7.0
5483,vows,7.0
5484,wad,6.0
5485,wade,5.0
5486,wades,6.0
5487,waft,4.0
5488,wag,5.0
5489,wage,8.0
5490,wagged,6.0
5491,wags,6.0
5492,waif,12.0
5493,waifs,13.0
5494,wail,6.0
5495,wailed,7.0
5496,wails,7.0
5497,wain,15.0
5498,wains,16.0
5499,waist,6.0
5500,waists,7.0
5501,wait,3.0
5502,waits,4.0
5503,waive,3.0
5504,waived,4.0
5505,waives,4.0
5506,wake,4.0
5507,wakes,5.0
5508,wale,7.0
5509,wales,8.0
5510,walk,5.0
5511,walked,6.0
5512,walks,6.0
5513,wall,13.0
5514,walls,14.0
5515,waltz,8.0
5516,wan,5.0
5517,wand,7.0
5518,wands,8.0
5519,wane,8.0
5520,waned,9.0
5521,wanes,9.0
5522,wank,5.0
5523,want,5.0
5524,wants,6.0
5525,war,5.0
5526,ward,9.0
5527,wards,10.0
5528,ware,5.0
5529,wares,6.0
5530,warm,7.0
5531,warmth,7.0
5532,warmths,8.0
5533,warn,6.0
5534,warned,7.0
5535,warns,7.0
5536,warp,6.0
5537,warped,7.0
5538,warps,7.0
5539,wars,6.0
5540,wart,8.0
5541,warts,9.0
5542,was,
5543,was,
5544,wash,5.0
5545,washed,6.0
5546,wasp,8.0
5547,wasps,9.0
5548,waste,5.0
5549,wastes,6.0
5550,watch,3.0
5551,watched,4.0
5552,watt,6.0
5553,watts,7.0
5554,wave,6.0
5555,waves,7.0
5556,wax,6.0
5557,way,4.0
5558,ways,5.0
5559,we,7.0
5560,weak,6.0
5561,weal,7.0
